result_id,student_id,course_id,teacher_id,marks_obtained,total_marks,percentage,grade,status,semester,exam_type,remarks,created_at
R0028561,S001143,C00022,T00119,29.0,50.0,58.0,D,Pass,7,Assignment,,2026-08-08 12:43:11.417
R0028562,S000387,C00084,T00069,30.0,100.0,30.0,F,Fail,5,Mid,Needs Improvement,2026-08-08 12:43:11.417
R0028563,S000663,C00039,T00020,17.0,50.0,34.0,F,Fail,3,Quiz,,2026-08-08 12:43:11.417
R0028564,S000185,C00043,T00121,17.0,30.0,56.67,D,Pass,4,Assignment,Average Performance,2026-08-08 12:43:11.417
R0028565,S001605,C00024,T00043,19.0,20.0,95.0,A+,Pass,7,Quiz,Average Performance,2026-08-08 12:43:11.417
R0028566,S001932,C00100,T00170,13.0,30.0,43.33,F,Fail,6,Assignment,Average Performance,2026-08-08 12:43:11.417
R0028567,S001771,C00017,T00048,18.0,30.0,60.0,C,Pass,2,Quiz,Average Performance,2026-08-08 12:43:11.417
R0028568,S001293,C00106,T00128,13.0,30.0,43.33,F,Fail,2,Quiz,Excellent,2026-08-08 12:43:11.417
R0028569,S000431,C00074,T00234,23.0,30.0,76.67,B,Pass,3,Quiz,Average Performance,2026-08-08 12:43:11.417
R0028570,S000771,C00041,T00036,21.0,50.0,42.0,F,Fail,3,Quiz,Needs Improvement,2026-08-08 12:43:11.417
R0028571,S000548,C00030,T00118,13.0,20.0,65.0,C,Pass,6,Assignment,Needs Improvement,2026-08-08 12:43:11.417
R0028572,S001213,C00046,T00068,29.0,50.0,58.0,D,Pass,1,Final,,2026-08-08 12:43:11.417
R0028573,S001871,C00125,T00073,27.0,30.0,90.0,A+,Pass,2,Quiz,Needs Improvement,2026-08-08 12:43:11.417
R0028574,S001153,C00129,T00031,51.0,100.0,51.0,D,Pass,1,Quiz,Excellent,2026-08-08 12:43:11.417
R0028575,S000435,C00064,T00273,12.0,20.0,60.0,C,Pass,6,Final,Needs Improvement,2026-08-08 12:43:11.417
R0028576,S001388,C00105,T00093,22.0,50.0,44.0,F,Fail,8,Final,,2026-08-08 12:43:11.417
R0028577,S001475,C00053,T00070,95.0,100.0,95.0,A+,Pass,3,Assignment,,2026-08-08 12:43:11.417
R0028578,S000702,C00019,T00128,11.0,30.0,36.67,F,Fail,6,Final,,2026-08-08 12:43:11.418
R0028579,S000936,C00128,T00197,18.0,30.0,60.0,C,Pass,6,Quiz,Needs Improvement,2026-08-08 12:43:11.418
R0028580,S000964,C00034,T00188,80.0,100.0,80.0,B+,Pass,2,Mid,Excellent,2026-08-08 12:43:11.418
R0028581,S000216,C00112,T00084,19.0,30.0,63.33,C,Pass,4,Final,Excellent,2026-08-08 12:43:11.418
R0028582,S001137,C00075,T00234,48.0,100.0,48.0,F,Fail,5,Mid,Needs Improvement,2026-08-08 12:43:11.418
R0028583,S000065,C00018,T00221,13.0,30.0,43.33,F,Fail,8,Mid,Average Performance,2026-08-08 12:43:11.418
R0028584,S001767,C00045,T00172,28.0,30.0,93.33,A+,Pass,2,Quiz,Excellent,2026-08-08 12:43:11.418
R0028585,S001022,C00054,T00130,27.0,30.0,90.0,A+,Pass,6,Quiz,Needs Improvement,2026-08-08 12:43:11.418
R0028586,S000672,C00052,T00235,34.0,100.0,34.0,F,Fail,8,Quiz,Average Performance,2026-08-08 12:43:11.418
R0028587,S000950,C00150,T00001,42.0,50.0,84.0,B+,Pass,1,Quiz,Average Performance,2026-08-08 12:43:11.418
R0028588,S001767,C00027,T00286,39.0,50.0,78.0,B,Pass,2,Final,,2026-08-08 12:43:11.418
R0028589,S001862,C00038,T00086,13.0,30.0,43.33,F,Fail,7,Assignment,Excellent,2026-08-08 12:43:11.418
R0028590,S000833,C00002,T00001,13.0,50.0,26.0,F,Fail,7,Mid,Average Performance,2026-08-08 12:43:11.418
R0028591,S001739,C00003,T00220,64.0,100.0,64.0,C,Pass,8,Final,Average Performance,2026-08-08 12:43:11.418
R0028592,S000836,C00069,T00017,20.0,50.0,40.0,F,Fail,1,Assignment,Average Performance,2026-08-08 12:43:11.418
R0028593,S001711,C00073,T00061,11.0,20.0,55.0,D,Pass,3,Assignment,Excellent,2026-08-08 12:43:11.418
R0028594,S000762,C00024,T00043,26.0,30.0,86.67,A,Pass,7,Mid,Excellent,2026-08-08 12:43:11.418
R0028595,S001910,C00001,T00296,26.0,100.0,26.0,F,Fail,8,Final,,2026-08-08 12:43:11.418
R0028596,S000081,C00085,T00080,9.0,20.0,45.0,F,Fail,6,Mid,Needs Improvement,2026-08-08 12:43:11.418
R0028597,S001978,C00041,T00036,34.0,50.0,68.0,C,Pass,3,Quiz,Average Performance,2026-08-08 12:43:11.418
R0028598,S001325,C00097,T00191,40.0,100.0,40.0,F,Fail,4,Mid,Average Performance,2026-08-08 12:43:11.418
R0028599,S000937,C00027,T00286,19.0,20.0,95.0,A+,Pass,2,Mid,Excellent,2026-08-08 12:43:11.418
R0028600,S000322,C00107,T00060,39.0,100.0,39.0,F,Fail,1,Assignment,Average Performance,2026-08-08 12:43:11.418
R0028601,S000622,C00148,T00199,8.0,30.0,26.67,F,Fail,4,Quiz,Average Performance,2026-08-08 12:43:11.418
R0028602,S000425,C00091,T00201,10.0,30.0,33.33,F,Fail,5,Quiz,Excellent,2026-08-08 12:43:11.418
R0028603,S001941,C00046,T00068,18.0,50.0,36.0,F,Fail,1,Assignment,,2026-08-08 12:43:11.418
R0028604,S000590,C00090,T00240,56.0,100.0,56.0,D,Pass,5,Mid,Average Performance,2026-08-08 12:43:11.418
R0028605,S000679,C00026,T00216,14.0,50.0,28.0,F,Fail,7,Final,Needs Improvement,2026-08-08 12:43:11.418
R0028606,S001533,C00147,T00037,17.0,30.0,56.67,D,Pass,2,Final,Excellent,2026-08-08 12:43:11.418
R0028607,S000080,C00140,T00187,24.0,30.0,80.0,B+,Pass,4,Mid,,2026-08-08 12:43:11.418
R0028608,S001678,C00092,T00062,37.0,100.0,37.0,F,Fail,2,Quiz,Average Performance,2026-08-08 12:43:11.418
R0028609,S000803,C00124,T00105,6.0,20.0,30.0,F,Fail,3,Mid,,2026-08-08 12:43:11.418
R0028610,S001769,C00016,T00158,38.0,100.0,38.0,F,Fail,1,Final,,2026-08-08 12:43:11.418
R0028611,S001503,C00074,T00234,10.0,30.0,33.33,F,Fail,3,Final,,2026-08-08 12:43:11.418
R0028612,S000420,C00119,T00150,26.0,30.0,86.67,A,Pass,8,Final,Average Performance,2026-08-08 12:43:11.418
R0028613,S001928,C00019,T00128,21.0,30.0,70.0,C+,Pass,6,Mid,Needs Improvement,2026-08-08 12:43:11.418
R0028614,S000603,C00016,T00158,27.0,30.0,90.0,A+,Pass,1,Quiz,Needs Improvement,2026-08-08 12:43:11.418
R0028615,S001814,C00090,T00240,11.0,20.0,55.0,D,Pass,5,Assignment,Excellent,2026-08-08 12:43:11.418
R0028616,S001412,C00087,T00108,9.0,20.0,45.0,F,Fail,4,Quiz,Average Performance,2026-08-08 12:43:11.418
R0028617,S001487,C00081,T00078,16.0,20.0,80.0,B+,Pass,7,Quiz,Needs Improvement,2026-08-08 12:43:11.418
R0028618,S000435,C00072,T00015,18.0,30.0,60.0,C,Pass,6,Quiz,Excellent,2026-08-08 12:43:11.418
R0028619,S001130,C00073,T00061,18.0,20.0,90.0,A+,Pass,3,Mid,,2026-08-08 12:43:11.418
R0028620,S000351,C00148,T00199,17.0,20.0,85.0,A,Pass,4,Quiz,,2026-08-08 12:43:11.418
R0028621,S000906,C00147,T00037,31.0,50.0,62.0,C,Pass,2,Assignment,,2026-08-08 12:43:11.418
R0028622,S001227,C00118,T00235,38.0,50.0,76.0,B,Pass,8,Mid,,2026-08-08 12:43:11.418
R0028623,S000109,C00141,T00199,17.0,20.0,85.0,A,Pass,2,Quiz,Average Performance,2026-08-08 12:43:11.418
R0028624,S000726,C00073,T00061,23.0,30.0,76.67,B,Pass,3,Final,Average Performance,2026-08-08 12:43:11.418
R0028625,S001925,C00039,T00020,36.0,50.0,72.0,C+,Pass,3,Final,Needs Improvement,2026-08-08 12:43:11.418
R0028626,S001978,C00099,T00092,8.0,20.0,40.0,F,Fail,3,Assignment,,2026-08-08 12:43:11.418
R0028627,S000127,C00042,T00286,40.0,50.0,80.0,B+,Pass,5,Quiz,Average Performance,2026-08-08 12:43:11.418
R0028628,S000154,C00128,T00197,24.0,30.0,80.0,B+,Pass,6,Quiz,Excellent,2026-08-08 12:43:11.418
R0028629,S001018,C00109,T00065,49.0,50.0,98.0,A+,Pass,5,Final,Excellent,2026-08-08 12:43:11.418
R0028630,S001246,C00065,T00244,29.0,30.0,96.67,A+,Pass,3,Quiz,Needs Improvement,2026-08-08 12:43:11.418
R0028631,S000392,C00150,T00001,30.0,50.0,60.0,C,Pass,1,Final,,2026-08-08 12:43:11.418
R0028632,S000775,C00074,T00234,19.0,30.0,63.33,C,Pass,3,Assignment,Needs Improvement,2026-08-08 12:43:11.418
R0028633,S001082,C00070,T00191,13.0,20.0,65.0,C,Pass,7,Final,,2026-08-08 12:43:11.418
R0028634,S000333,C00145,T00022,86.0,100.0,86.0,A,Pass,3,Quiz,Excellent,2026-08-08 12:43:11.418
R0028635,S000322,C00012,T00094,21.0,50.0,42.0,F,Fail,1,Final,Needs Improvement,2026-08-08 12:43:11.418
R0028636,S001369,C00100,T00170,69.0,100.0,69.0,C,Pass,6,Assignment,Average Performance,2026-08-08 12:43:11.418
R0028637,S001485,C00078,T00073,77.0,100.0,77.0,B,Pass,6,Final,,2026-08-08 12:43:11.418
R0028638,S001549,C00030,T00118,50.0,50.0,100.0,A+,Pass,6,Mid,,2026-08-08 12:43:11.418
R0028639,S001909,C00092,T00062,35.0,100.0,35.0,F,Fail,2,Assignment,,2026-08-08 12:43:11.418
R0028640,S000902,C00138,T00275,26.0,30.0,86.67,A,Pass,5,Final,,2026-08-08 12:43:11.418
R0028641,S000313,C00127,T00246,12.0,50.0,24.0,F,Fail,1,Final,Average Performance,2026-08-08 12:43:11.418
R0028642,S001058,C00028,T00230,29.0,30.0,96.67,A+,Pass,4,Final,,2026-08-08 12:43:11.418
R0028643,S000838,C00063,T00010,37.0,50.0,74.0,C+,Pass,2,Quiz,Average Performance,2026-08-08 12:43:11.418
R0028644,S000465,C00094,T00060,20.0,20.0,100.0,A+,Pass,4,Mid,Needs Improvement,2026-08-08 12:43:11.418
R0028645,S001617,C00046,T00068,12.0,20.0,60.0,C,Pass,1,Mid,Needs Improvement,2026-08-08 12:43:11.418
R0028646,S001588,C00078,T00073,16.0,20.0,80.0,B+,Pass,6,Assignment,Excellent,2026-08-08 12:43:11.419
R0028647,S001989,C00057,T00236,30.0,30.0,100.0,A+,Pass,4,Final,Needs Improvement,2026-08-08 12:43:11.419
R0028648,S000088,C00046,T00068,40.0,100.0,40.0,F,Fail,1,Final,,2026-08-08 12:43:11.419
R0028649,S001571,C00134,T00062,21.0,30.0,70.0,C+,Pass,5,Mid,Excellent,2026-08-08 12:43:11.419
R0028650,S000720,C00045,T00172,7.0,30.0,23.33,F,Fail,2,Assignment,Excellent,2026-08-08 12:43:11.419
R0028651,S000617,C00065,T00244,49.0,100.0,49.0,F,Fail,3,Final,,2026-08-08 12:43:11.419
R0028652,S000801,C00148,T00199,43.0,50.0,86.0,A,Pass,4,Quiz,Needs Improvement,2026-08-08 12:43:11.419
R0028653,S000091,C00058,T00187,8.0,20.0,40.0,F,Fail,4,Assignment,Excellent,2026-08-08 12:43:11.419
R0028654,S000035,C00020,T00034,7.0,20.0,35.0,F,Fail,4,Assignment,,2026-08-08 12:43:11.419
R0028655,S001527,C00051,T00175,34.0,50.0,68.0,C,Pass,1,Final,Excellent,2026-08-08 12:43:11.419
R0028656,S000497,C00020,T00034,47.0,100.0,47.0,F,Fail,4,Quiz,Average Performance,2026-08-08 12:43:11.419
R0028657,S000403,C00111,T00184,40.0,50.0,80.0,B+,Pass,2,Quiz,Average Performance,2026-08-08 12:43:11.419
R0028658,S001111,C00127,T00246,14.0,50.0,28.0,F,Fail,1,Quiz,Needs Improvement,2026-08-08 12:43:11.419
R0028659,S001707,C00102,T00160,12.0,20.0,60.0,C,Pass,5,Mid,,2026-08-08 12:43:11.419
R0028660,S001849,C00049,T00076,28.0,50.0,56.0,D,Pass,7,Mid,Needs Improvement,2026-08-08 12:43:11.419
R0028661,S000555,C00050,T00025,9.0,20.0,45.0,F,Fail,5,Assignment,Needs Improvement,2026-08-08 12:43:11.419
R0028662,S001570,C00030,T00118,10.0,20.0,50.0,D,Pass,6,Mid,Needs Improvement,2026-08-08 12:43:11.419
R0028663,S001448,C00125,T00073,15.0,50.0,30.0,F,Fail,2,Assignment,Excellent,2026-08-08 12:43:11.419
R0028664,S000540,C00127,T00246,33.0,50.0,66.0,C,Pass,1,Quiz,Average Performance,2026-08-08 12:43:11.419
R0028665,S001852,C00103,T00160,89.0,100.0,89.0,A,Pass,8,Final,Excellent,2026-08-08 12:43:11.419
R0028666,S000889,C00064,T00273,18.0,50.0,36.0,F,Fail,6,Assignment,Average Performance,2026-08-08 12:43:11.419
R0028667,S000180,C00087,T00108,9.0,30.0,30.0,F,Fail,4,Quiz,Average Performance,2026-08-08 12:43:11.419
R0028668,S000707,C00115,T00092,47.0,100.0,47.0,F,Fail,1,Final,Excellent,2026-08-08 12:43:11.419
R0028669,S001627,C00063,T00010,14.0,50.0,28.0,F,Fail,2,Final,,2026-08-08 12:43:11.419
R0028670,S000306,C00109,T00065,97.0,100.0,97.0,A+,Pass,5,Quiz,Excellent,2026-08-08 12:43:11.419
R0028671,S000798,C00068,T00067,77.0,100.0,77.0,B,Pass,5,Quiz,,2026-08-08 12:43:11.419
R0028672,S001560,C00118,T00235,51.0,100.0,51.0,D,Pass,8,Quiz,Excellent,2026-08-08 12:43:11.419
R0028673,S001876,C00122,T00216,36.0,50.0,72.0,C+,Pass,6,Assignment,Excellent,2026-08-08 12:43:11.419
R0028674,S000990,C00098,T00297,27.0,50.0,54.0,D,Pass,7,Assignment,Excellent,2026-08-08 12:43:11.419
R0028675,S001765,C00119,T00150,19.0,20.0,95.0,A+,Pass,8,Mid,Average Performance,2026-08-08 12:43:11.419
R0028676,S000271,C00030,T00118,15.0,20.0,75.0,B,Pass,6,Mid,,2026-08-08 12:43:11.419
R0028677,S001420,C00093,T00224,71.0,100.0,71.0,C+,Pass,3,Assignment,,2026-08-08 12:43:11.419
R0028678,S001588,C00122,T00216,9.0,20.0,45.0,F,Fail,6,Assignment,,2026-08-08 12:43:11.419
R0028679,S001945,C00081,T00078,18.0,20.0,90.0,A+,Pass,7,Quiz,Excellent,2026-08-08 12:43:11.419
R0028680,S001072,C00045,T00172,13.0,20.0,65.0,C,Pass,2,Quiz,Excellent,2026-08-08 12:43:11.419
R0028681,S000572,C00079,T00251,11.0,20.0,55.0,D,Pass,4,Final,Excellent,2026-08-08 12:43:11.419
R0028682,S000533,C00030,T00118,31.0,50.0,62.0,C,Pass,6,Quiz,,2026-08-08 12:43:11.419
R0028683,S001252,C00010,T00168,35.0,100.0,35.0,F,Fail,3,Quiz,Needs Improvement,2026-08-08 12:43:11.419
R0028684,S001767,C00034,T00188,77.0,100.0,77.0,B,Pass,2,Final,Excellent,2026-08-08 12:43:11.419
R0028685,S000600,C00007,T00014,16.0,50.0,32.0,F,Fail,8,Assignment,Average Performance,2026-08-08 12:43:11.419
R0028686,S000960,C00020,T00034,43.0,100.0,43.0,F,Fail,4,Quiz,Needs Improvement,2026-08-08 12:43:11.419
R0028687,S001504,C00081,T00078,15.0,30.0,50.0,D,Pass,7,Assignment,Needs Improvement,2026-08-08 12:43:11.419
R0028688,S001188,C00095,T00291,10.0,30.0,33.33,F,Fail,3,Final,Excellent,2026-08-08 12:43:11.419
R0028689,S001250,C00029,T00115,30.0,100.0,30.0,F,Fail,6,Final,Average Performance,2026-08-08 12:43:11.419
R0028690,S000211,C00082,T00100,41.0,50.0,82.0,B+,Pass,6,Mid,Average Performance,2026-08-08 12:43:11.419
R0028691,S000720,C00147,T00037,46.0,50.0,92.0,A+,Pass,2,Quiz,Needs Improvement,2026-08-08 12:43:11.419
R0028692,S000685,C00061,T00213,20.0,20.0,100.0,A+,Pass,5,Final,Average Performance,2026-08-08 12:43:11.419
R0028693,S000170,C00015,T00109,46.0,100.0,46.0,F,Fail,4,Assignment,Excellent,2026-08-08 12:43:11.419
R0028694,S001547,C00039,T00020,27.0,30.0,90.0,A+,Pass,3,Quiz,Average Performance,2026-08-08 12:43:11.419
R0028695,S001384,C00125,T00073,9.0,30.0,30.0,F,Fail,2,Mid,,2026-08-08 12:43:11.419
R0028696,S001540,C00031,T00063,15.0,50.0,30.0,F,Fail,7,Quiz,,2026-08-08 12:43:11.419
R0028697,S000109,C00045,T00172,46.0,50.0,92.0,A+,Pass,2,Quiz,Average Performance,2026-08-08 12:43:11.419
R0028698,S000578,C00088,T00202,5.0,20.0,25.0,F,Fail,4,Quiz,Excellent,2026-08-08 12:43:11.419
R0028699,S001247,C00004,T00237,14.0,20.0,70.0,C+,Pass,2,Final,Needs Improvement,2026-08-08 12:43:11.419
R0028700,S001713,C00141,T00199,65.0,100.0,65.0,C,Pass,2,Mid,Excellent,2026-08-08 12:43:11.419
R0028701,S000019,C00088,T00202,21.0,30.0,70.0,C+,Pass,4,Assignment,Needs Improvement,2026-08-08 12:43:11.419
R0028702,S000310,C00029,T00115,16.0,50.0,32.0,F,Fail,6,Final,Needs Improvement,2026-08-08 12:43:11.419
R0028703,S000595,C00020,T00034,5.0,20.0,25.0,F,Fail,4,Quiz,Average Performance,2026-08-08 12:43:11.419
R0028704,S000796,C00063,T00010,27.0,50.0,54.0,D,Pass,2,Mid,,2026-08-08 12:43:11.419
R0028705,S001044,C00057,T00236,30.0,50.0,60.0,C,Pass,4,Final,,2026-08-08 12:43:11.419
R0028706,S001053,C00001,T00296,23.0,30.0,76.67,B,Pass,8,Mid,,2026-08-08 12:43:11.419
R0028707,S000786,C00002,T00001,66.0,100.0,66.0,C,Pass,7,Assignment,Average Performance,2026-08-08 12:43:11.419
R0028708,S000105,C00093,T00224,22.0,30.0,73.33,C+,Pass,3,Final,Average Performance,2026-08-08 12:43:11.419
R0028709,S000547,C00050,T00025,10.0,30.0,33.33,F,Fail,5,Quiz,Average Performance,2026-08-08 12:43:11.419
R0028710,S001291,C00057,T00236,23.0,30.0,76.67,B,Pass,4,Mid,Average Performance,2026-08-08 12:43:11.419
R0028711,S000809,C00048,T00148,5.0,20.0,25.0,F,Fail,3,Assignment,Average Performance,2026-08-08 12:43:11.419
R0028712,S001224,C00116,T00080,26.0,30.0,86.67,A,Pass,6,Mid,,2026-08-08 12:43:11.419
R0028713,S000145,C00135,T00280,76.0,100.0,76.0,B,Pass,1,Final,Needs Improvement,2026-08-08 12:43:11.419
R0028714,S001144,C00046,T00068,26.0,30.0,86.67,A,Pass,1,Final,,2026-08-08 12:43:11.419
R0028715,S001345,C00129,T00031,96.0,100.0,96.0,A+,Pass,1,Quiz,,2026-08-08 12:43:11.419
R0028716,S001213,C00117,T00041,13.0,30.0,43.33,F,Fail,1,Mid,Excellent,2026-08-08 12:43:11.419
R0028717,S000400,C00007,T00014,23.0,50.0,46.0,F,Fail,8,Quiz,Needs Improvement,2026-08-08 12:43:11.419
R0028718,S001865,C00010,T00168,5.0,20.0,25.0,F,Fail,3,Quiz,Average Performance,2026-08-08 12:43:11.420
R0028719,S000996,C00125,T00073,38.0,50.0,76.0,B,Pass,2,Mid,,2026-08-08 12:43:11.420
R0028720,S001172,C00112,T00084,70.0,100.0,70.0,C+,Pass,4,Mid,Average Performance,2026-08-08 12:43:11.420
R0028721,S000989,C00060,T00075,13.0,20.0,65.0,C,Pass,1,Mid,Average Performance,2026-08-08 12:43:11.420
R0028722,S001773,C00113,T00220,16.0,20.0,80.0,B+,Pass,1,Final,Needs Improvement,2026-08-08 12:43:11.420
R0028723,S001394,C00044,T00201,15.0,20.0,75.0,B,Pass,4,Final,Needs Improvement,2026-08-08 12:43:11.420
R0028724,S001887,C00094,T00060,12.0,20.0,60.0,C,Pass,4,Final,Average Performance,2026-08-08 12:43:11.420
R0028725,S000268,C00083,T00185,26.0,50.0,52.0,D,Pass,1,Assignment,Average Performance,2026-08-08 12:43:11.420
R0028726,S001991,C00029,T00115,32.0,50.0,64.0,C,Pass,6,Assignment,Needs Improvement,2026-08-08 12:43:11.420
R0028727,S001379,C00118,T00235,37.0,50.0,74.0,C+,Pass,8,Assignment,Excellent,2026-08-08 12:43:11.420
R0028728,S001909,C00063,T00010,30.0,50.0,60.0,C,Pass,2,Final,Excellent,2026-08-08 12:43:11.420
R0028729,S001991,C00072,T00015,28.0,50.0,56.0,D,Pass,6,Mid,,2026-08-08 12:43:11.420
R0028730,S001516,C00070,T00191,15.0,50.0,30.0,F,Fail,7,Assignment,,2026-08-08 12:43:11.420
R0028731,S001798,C00138,T00275,17.0,20.0,85.0,A,Pass,5,Final,Average Performance,2026-08-08 12:43:11.420
R0028732,S000119,C00131,T00111,21.0,30.0,70.0,C+,Pass,5,Final,Average Performance,2026-08-08 12:43:11.420
R0028733,S000672,C00040,T00240,15.0,30.0,50.0,D,Pass,8,Final,Average Performance,2026-08-08 12:43:11.420
R0028734,S001688,C00134,T00062,10.0,20.0,50.0,D,Pass,5,Quiz,Excellent,2026-08-08 12:43:11.420
R0028735,S000962,C00102,T00160,8.0,30.0,26.67,F,Fail,5,Quiz,Needs Improvement,2026-08-08 12:43:11.420
R0028736,S000812,C00078,T00073,28.0,50.0,56.0,D,Pass,6,Quiz,Excellent,2026-08-08 12:43:11.420
R0028737,S000473,C00147,T00037,15.0,30.0,50.0,D,Pass,2,Final,Needs Improvement,2026-08-08 12:43:11.420
R0028738,S001635,C00018,T00221,18.0,30.0,60.0,C,Pass,8,Quiz,Excellent,2026-08-08 12:43:11.420
R0028739,S000580,C00093,T00224,14.0,30.0,46.67,F,Fail,3,Assignment,Average Performance,2026-08-08 12:43:11.420
R0028740,S000328,C00072,T00015,16.0,30.0,53.33,D,Pass,6,Mid,,2026-08-08 12:43:11.420
R0028741,S000149,C00106,T00128,22.0,50.0,44.0,F,Fail,2,Quiz,,2026-08-08 12:43:11.420
R0028742,S001108,C00136,T00274,28.0,30.0,93.33,A+,Pass,7,Quiz,,2026-08-08 12:43:11.420
R0028743,S001919,C00090,T00240,88.0,100.0,88.0,A,Pass,5,Assignment,Average Performance,2026-08-08 12:43:11.420
R0028744,S000482,C00020,T00034,8.0,20.0,40.0,F,Fail,4,Quiz,Needs Improvement,2026-08-08 12:43:11.420
R0028745,S001893,C00118,T00235,76.0,100.0,76.0,B,Pass,8,Assignment,,2026-08-08 12:43:11.420
R0028746,S001790,C00061,T00213,15.0,20.0,75.0,B,Pass,5,Final,,2026-08-08 12:43:11.420
R0028747,S000663,C00124,T00105,33.0,100.0,33.0,F,Fail,3,Assignment,Needs Improvement,2026-08-08 12:43:11.420
R0028748,S001192,C00025,T00004,18.0,30.0,60.0,C,Pass,6,Assignment,Needs Improvement,2026-08-08 12:43:11.420
R0028749,S001649,C00132,T00193,15.0,20.0,75.0,B,Pass,3,Assignment,,2026-08-08 12:43:11.420
R0028750,S001629,C00080,T00062,12.0,30.0,40.0,F,Fail,7,Quiz,Average Performance,2026-08-08 12:43:11.420
R0028751,S001304,C00060,T00075,23.0,30.0,76.67,B,Pass,1,Mid,,2026-08-08 12:43:11.420
R0028752,S001550,C00063,T00010,14.0,30.0,46.67,F,Fail,2,Mid,,2026-08-08 12:43:11.420
R0028753,S001409,C00084,T00069,7.0,20.0,35.0,F,Fail,5,Mid,,2026-08-08 12:43:11.421
R0028754,S000472,C00067,T00290,28.0,50.0,56.0,D,Pass,8,Final,,2026-08-08 12:43:11.421
R0028755,S001720,C00111,T00184,12.0,20.0,60.0,C,Pass,2,Quiz,Average Performance,2026-08-08 12:43:11.421
R0028756,S000843,C00034,T00188,18.0,30.0,60.0,C,Pass,2,Quiz,Needs Improvement,2026-08-08 12:43:11.421
R0028757,S000619,C00066,T00044,48.0,50.0,96.0,A+,Pass,4,Mid,,2026-08-08 12:43:11.421
R0028758,S000422,C00119,T00150,83.0,100.0,83.0,B+,Pass,8,Assignment,Average Performance,2026-08-08 12:43:11.421
R0028759,S000195,C00035,T00148,14.0,20.0,70.0,C+,Pass,1,Mid,Excellent,2026-08-08 12:43:11.421
R0028760,S001140,C00045,T00172,9.0,30.0,30.0,F,Fail,2,Quiz,,2026-08-08 12:43:11.421
R0028761,S001575,C00134,T00062,12.0,20.0,60.0,C,Pass,5,Assignment,Needs Improvement,2026-08-08 12:43:11.421
R0028762,S001614,C00126,T00007,45.0,100.0,45.0,F,Fail,6,Quiz,Average Performance,2026-08-08 12:43:11.421
R0028763,S000634,C00031,T00063,19.0,30.0,63.33,C,Pass,7,Assignment,Needs Improvement,2026-08-08 12:43:11.421
R0028764,S000209,C00144,T00133,20.0,50.0,40.0,F,Fail,7,Assignment,Excellent,2026-08-08 12:43:11.421
R0028765,S001244,C00100,T00170,6.0,20.0,30.0,F,Fail,6,Mid,Needs Improvement,2026-08-08 12:43:11.421
R0028766,S001718,C00112,T00084,20.0,20.0,100.0,A+,Pass,4,Quiz,,2026-08-08 12:43:11.421
R0028767,S000354,C00007,T00014,17.0,20.0,85.0,A,Pass,8,Assignment,Excellent,2026-08-08 12:43:11.421
R0028768,S001371,C00036,T00160,5.0,20.0,25.0,F,Fail,6,Final,Needs Improvement,2026-08-08 12:43:11.421
R0028769,S000397,C00118,T00235,28.0,30.0,93.33,A+,Pass,8,Assignment,Excellent,2026-08-08 12:43:11.421
R0028770,S000866,C00089,T00208,15.0,20.0,75.0,B,Pass,4,Assignment,,2026-08-08 12:43:11.421
R0028771,S001138,C00046,T00068,42.0,50.0,84.0,B+,Pass,1,Mid,,2026-08-08 12:43:11.421
R0028772,S000560,C00064,T00273,24.0,30.0,80.0,B+,Pass,6,Final,Average Performance,2026-08-08 12:43:11.421
R0028773,S000545,C00055,T00228,44.0,50.0,88.0,A,Pass,6,Quiz,,2026-08-08 12:43:11.421
R0028774,S001089,C00082,T00100,63.0,100.0,63.0,C,Pass,6,Quiz,,2026-08-08 12:43:11.421
R0028775,S001299,C00085,T00080,18.0,20.0,90.0,A+,Pass,6,Mid,Average Performance,2026-08-08 12:43:11.421
R0028776,S000259,C00066,T00044,13.0,20.0,65.0,C,Pass,4,Assignment,Needs Improvement,2026-08-08 12:43:11.421
R0028777,S000183,C00042,T00286,7.0,20.0,35.0,F,Fail,5,Assignment,Needs Improvement,2026-08-08 12:43:11.421
R0028778,S001317,C00081,T00078,19.0,30.0,63.33,C,Pass,7,Mid,Excellent,2026-08-08 12:43:11.421
R0028779,S000308,C00114,T00031,12.0,20.0,60.0,C,Pass,7,Mid,,2026-08-08 12:43:11.421
R0028780,S000796,C00045,T00172,85.0,100.0,85.0,A,Pass,2,Quiz,Needs Improvement,2026-08-08 12:43:11.421
R0028781,S001530,C00134,T00062,40.0,50.0,80.0,B+,Pass,5,Mid,,2026-08-08 12:43:11.421
R0028782,S001137,C00068,T00067,42.0,50.0,84.0,B+,Pass,5,Mid,Excellent,2026-08-08 12:43:11.421
R0028783,S001328,C00149,T00110,38.0,50.0,76.0,B,Pass,3,Mid,Average Performance,2026-08-08 12:43:11.421
R0028784,S000474,C00016,T00158,86.0,100.0,86.0,A,Pass,1,Quiz,Excellent,2026-08-08 12:43:11.421
R0028785,S000698,C00132,T00193,50.0,50.0,100.0,A+,Pass,3,Assignment,Average Performance,2026-08-08 12:43:11.421
R0028786,S001229,C00130,T00218,19.0,20.0,95.0,A+,Pass,8,Mid,,2026-08-08 12:43:11.421
R0028787,S001397,C00144,T00133,27.0,30.0,90.0,A+,Pass,7,Mid,,2026-08-08 12:43:11.421
