attendance_id,student_id,course_id,teacher_id,attendance_date,status,remarks,created_at
AT0021326,S000192,C00129,T00031,2025-07-07,Present,,2026-08-08 12:41:25.310
AT0021327,S000116,C00015,T00109,2025-03-22,Leave,Late Arrival,2026-08-08 12:41:25.310
AT0021328,S000718,C00022,T00119,2025-07-28,Leave,Late Arrival,2026-08-08 12:41:25.310
AT0021329,S001825,C00070,T00191,2025-11-09,Present,,2026-08-08 12:41:25.310
AT0021330,S000540,C00014,T00219,2025-10-23,Late,,2026-08-08 12:41:25.310
AT0021331,S000689,C00066,T00044,2025-05-16,Present,,2026-08-08 12:41:25.310
AT0021332,S000103,C00033,T00139,2025-06-03,Present,,2026-08-08 12:41:25.310
AT0021333,S001598,C00121,T00276,2025-11-05,Present,,2026-08-08 12:41:25.310
AT0021334,S000944,C00110,T00249,2025-10-09,Present,,2026-08-08 12:41:25.310
AT0021335,S000123,C00103,T00160,2025-03-22,Present,,2026-08-08 12:41:25.310
AT0021336,S000209,C00049,T00076,2025-10-24,Late,Medical Leave,2026-08-08 12:41:25.310
AT0021337,S001123,C00144,T00133,2025-01-25,Present,,2026-08-08 12:41:25.310
AT0021338,S001211,C00114,T00031,2025-01-06,Present,,2026-08-08 12:41:25.310
AT0021339,S001783,C00013,T00291,2025-02-09,Present,,2026-08-08 12:41:25.310
AT0021340,S000164,C00021,T00115,2025-09-10,Late,Absent Without Notice,2026-08-08 12:41:25.310
AT0021341,S000727,C00029,T00115,2025-08-27,Present,,2026-08-08 12:41:25.310
AT0021342,S001087,C00146,T00238,2025-11-27,Present,,2026-08-08 12:41:25.310
AT0021343,S000008,C00090,T00240,2025-10-12,Present,,2026-08-08 12:41:25.310
AT0021344,S001041,C00087,T00108,2025-09-02,Present,,2026-08-08 12:41:25.310
AT0021345,S001672,C00069,T00017,2025-06-18,Present,,2026-08-08 12:41:25.310
AT0021346,S000529,C00017,T00048,2025-07-21,Leave,,2026-08-08 12:41:25.310
AT0021347,S000143,C00088,T00202,2025-08-10,Present,,2026-08-08 12:41:25.310
AT0021348,S000249,C00110,T00249,2025-11-13,Present,,2026-08-08 12:41:25.310
AT0021349,S000420,C00108,T00050,2025-08-08,Present,,2026-08-08 12:41:25.310
AT0021350,S000968,C00082,T00100,2025-11-18,Leave,Medical Leave,2026-08-08 12:41:25.310
AT0021351,S000140,C00067,T00290,2025-11-16,Present,,2026-08-08 12:41:25.310
AT0021352,S000865,C00017,T00048,2025-03-18,Present,,2026-08-08 12:41:25.310
AT0021353,S000898,C00038,T00086,2025-10-17,Present,,2026-08-08 12:41:25.310
AT0021354,S000430,C00029,T00115,2025-05-06,Late,Late Arrival,2026-08-08 12:41:25.310
AT0021355,S000631,C00052,T00235,2025-08-12,Present,,2026-08-08 12:41:25.310
AT0021356,S001206,C00144,T00133,2025-12-23,Absent,,2026-08-08 12:41:25.310
AT0021357,S000856,C00098,T00297,2025-09-04,Absent,Medical Leave,2026-08-08 12:41:25.311
AT0021358,S001552,C00035,T00148,2025-01-13,Present,,2026-08-08 12:41:25.311
AT0021359,S000049,C00043,T00121,2025-07-25,Late,Absent Without Notice,2026-08-08 12:41:25.311
AT0021360,S001480,C00121,T00276,2025-09-30,Present,,2026-08-08 12:41:25.311
AT0021361,S000072,C00033,T00139,2025-06-29,Leave,,2026-08-08 12:41:25.311
AT0021362,S001450,C00061,T00213,2025-02-25,Present,,2026-08-08 12:41:25.311
AT0021363,S001751,C00126,T00007,2025-03-25,Present,,2026-08-08 12:41:25.311
AT0021364,S001890,C00074,T00234,2025-02-05,Present,,2026-08-08 12:41:25.311
AT0021365,S000791,C00004,T00237,2025-02-07,Present,,2026-08-08 12:41:25.311
AT0021366,S001172,C00084,T00069,2026-01-01,Present,,2026-08-08 12:41:25.311
AT0021367,S000869,C00100,T00170,2025-06-15,Present,,2026-08-08 12:41:25.311
AT0021368,S001558,C00087,T00108,2025-05-20,Late,Absent Without Notice,2026-08-08 12:41:25.311
AT0021369,S001495,C00124,T00105,2025-06-21,Present,,2026-08-08 12:41:25.311
AT0021370,S001791,C00130,T00218,2025-10-14,Present,,2026-08-08 12:41:25.311
AT0021371,S000432,C00103,T00160,2025-05-18,Present,,2026-08-08 12:41:25.311
AT0021372,S001185,C00006,T00241,2025-11-23,Present,,2026-08-08 12:41:25.311
AT0021373,S001569,C00105,T00093,2025-09-07,Absent,Medical Leave,2026-08-08 12:41:25.311
AT0021374,S000633,C00001,T00296,2025-06-19,Present,,2026-08-08 12:41:25.311
AT0021375,S001448,C00034,T00188,2025-07-01,Present,,2026-08-08 12:41:25.311
AT0021376,S001440,C00081,T00078,2025-07-30,Present,,2026-08-08 12:41:25.311
AT0021377,S000075,C00050,T00025,2025-11-07,Present,,2026-08-08 12:41:25.311
AT0021378,S000092,C00147,T00037,2025-05-06,Absent,Late Arrival,2026-08-08 12:41:25.311
AT0021379,S001986,C00134,T00062,2025-11-23,Present,,2026-08-08 12:41:25.311
AT0021380,S000382,C00064,T00273,2025-06-01,Present,,2026-08-08 12:41:25.311
AT0021381,S001622,C00024,T00043,2025-02-16,Present,,2026-08-08 12:41:25.311
AT0021382,S000839,C00040,T00240,2025-01-01,Leave,Late Arrival,2026-08-08 12:41:25.311
AT0021383,S001042,C00009,T00037,2025-05-25,Present,,2026-08-08 12:41:25.311
AT0021384,S001177,C00002,T00001,2025-10-02,Present,,2026-08-08 12:41:25.311
AT0021385,S000843,C00146,T00238,2025-03-10,Late,Late Arrival,2026-08-08 12:41:25.311
AT0021386,S001809,C00138,T00275,2025-11-15,Late,Absent Without Notice,2026-08-08 12:41:25.311
AT0021387,S001534,C00097,T00191,2025-03-18,Present,,2026-08-08 12:41:25.311
AT0021388,S001555,C00016,T00158,2025-07-23,Present,,2026-08-08 12:41:25.311
AT0021389,S000924,C00040,T00240,2025-02-28,Late,Late Arrival,2026-08-08 12:41:25.311
AT0021390,S000512,C00084,T00069,2025-12-01,Late,,2026-08-08 12:41:25.311
AT0021391,S001725,C00134,T00062,2025-12-20,Present,,2026-08-08 12:41:25.311
AT0021392,S001809,C00051,T00175,2025-11-25,Present,,2026-08-08 12:41:25.311
AT0021393,S001996,C00068,T00067,2025-11-11,Present,,2026-08-08 12:41:25.311
AT0021394,S000557,C00128,T00197,2025-03-22,Present,,2026-08-08 12:41:25.311
AT0021395,S001643,C00010,T00168,2025-07-01,Present,,2026-08-08 12:41:25.311
AT0021396,S001734,C00018,T00221,2025-10-14,Present,,2026-08-08 12:41:25.311
AT0021397,S000339,C00030,T00118,2025-12-09,Present,,2026-08-08 12:41:25.311
AT0021398,S001965,C00009,T00037,2025-03-29,Present,,2026-08-08 12:41:25.311
AT0021399,S001743,C00111,T00184,2025-03-26,Late,Late Arrival,2026-08-08 12:41:25.311
AT0021400,S000734,C00082,T00100,2025-09-24,Absent,,2026-08-08 12:41:25.311
AT0021401,S000967,C00115,T00092,2025-04-09,Present,,2026-08-08 12:41:25.311
AT0021402,S001762,C00117,T00041,2025-03-19,Absent,Absent Without Notice,2026-08-08 12:41:25.311
AT0021403,S000061,C00074,T00234,2025-06-04,Absent,Late Arrival,2026-08-08 12:41:25.311
AT0021404,S000231,C00030,T00118,2025-04-07,Present,,2026-08-08 12:41:25.311
AT0021405,S000206,C00128,T00197,2025-09-10,Present,,2026-08-08 12:41:25.311
AT0021406,S000042,C00057,T00236,2025-10-21,Present,,2026-08-08 12:41:25.311
AT0021407,S000854,C00089,T00208,2025-04-25,Present,,2026-08-08 12:41:25.311
AT0021408,S001510,C00015,T00109,2025-06-28,Leave,Medical Leave,2026-08-08 12:41:25.311
AT0021409,S000554,C00038,T00086,2025-07-24,Present,,2026-08-08 12:41:25.311
AT0021410,S001062,C00013,T00291,2025-07-31,Late,Late Arrival,2026-08-08 12:41:25.311
AT0021411,S001287,C00033,T00139,2025-12-11,Absent,,2026-08-08 12:41:25.311
AT0021412,S000380,C00066,T00044,2025-08-06,Present,,2026-08-08 12:41:25.311
AT0021413,S000020,C00066,T00044,2025-05-29,Present,,2026-08-08 12:41:25.311
AT0021414,S001026,C00025,T00004,2025-06-21,Late,Medical Leave,2026-08-08 12:41:25.311
AT0021415,S000960,C00059,T00300,2025-01-18,Present,,2026-08-08 12:41:25.311
AT0021416,S001958,C00099,T00092,2025-03-09,Present,,2026-08-08 12:41:25.311
AT0021417,S000040,C00130,T00218,2025-08-25,Present,,2026-08-08 12:41:25.311
AT0021418,S001128,C00024,T00043,2025-01-23,Present,,2026-08-08 12:41:25.311
AT0021419,S000597,C00118,T00235,2025-07-09,Present,,2026-08-08 12:41:25.311
AT0021420,S000334,C00017,T00048,2025-07-03,Present,,2026-08-08 12:41:25.311
AT0021421,S001548,C00089,T00208,2025-10-09,Present,,2026-08-08 12:41:25.311
AT0021422,S001667,C00144,T00133,2025-07-26,Present,,2026-08-08 12:41:25.311
AT0021423,S000082,C00031,T00063,2025-12-15,Present,,2026-08-08 12:41:25.311
AT0021424,S001672,C00131,T00111,2025-05-10,Present,,2026-08-08 12:41:25.311
AT0021425,S000763,C00144,T00133,2025-11-22,Present,,2026-08-08 12:41:25.311
AT0021426,S000283,C00135,T00280,2025-03-16,Late,Absent Without Notice,2026-08-08 12:41:25.311
AT0021427,S000359,C00115,T00092,2025-02-03,Leave,Absent Without Notice,2026-08-08 12:41:25.311
AT0021428,S001438,C00104,T00041,2025-04-29,Present,,2026-08-08 12:41:25.311
AT0021429,S000985,C00088,T00202,2025-01-13,Present,,2026-08-08 12:41:25.311
AT0021430,S001525,C00127,T00246,2025-05-26,Present,,2026-08-08 12:41:25.311
AT0021431,S001901,C00073,T00061,2025-10-11,Late,,2026-08-08 12:41:25.311
AT0021432,S000318,C00146,T00238,2025-04-14,Absent,Late Arrival,2026-08-08 12:41:25.311
AT0021433,S000748,C00050,T00025,2025-05-24,Present,,2026-08-08 12:41:25.311
AT0021434,S000132,C00118,T00235,2025-10-01,Late,Medical Leave,2026-08-08 12:41:25.311
AT0021435,S001173,C00111,T00184,2025-10-09,Absent,Absent Without Notice,2026-08-08 12:41:25.311
AT0021436,S000307,C00014,T00219,2025-06-06,Present,,2026-08-08 12:41:25.311
AT0021437,S000793,C00109,T00065,2025-02-27,Present,,2026-08-08 12:41:25.311
AT0021438,S001947,C00045,T00172,2025-05-21,Late,Medical Leave,2026-08-08 12:41:25.311
AT0021439,S001026,C00136,T00274,2025-01-21,Absent,Medical Leave,2026-08-08 12:41:25.311
AT0021440,S001532,C00089,T00208,2025-07-23,Present,,2026-08-08 12:41:25.311
AT0021441,S000192,C00024,T00043,2025-01-22,Present,,2026-08-08 12:41:25.311
AT0021442,S000320,C00002,T00001,2025-10-13,Present,,2026-08-08 12:41:25.312
AT0021443,S001594,C00145,T00022,2025-07-28,Present,,2026-08-08 12:41:25.312
AT0021444,S001799,C00076,T00019,2025-07-17,Present,,2026-08-08 12:41:25.312
AT0021445,S001414,C00052,T00235,2025-03-01,Present,,2026-08-08 12:41:25.312
AT0021446,S000748,C00015,T00109,2025-07-23,Leave,Medical Leave,2026-08-08 12:41:25.312
AT0021447,S001511,C00060,T00075,2025-10-12,Present,,2026-08-08 12:41:25.312
AT0021448,S000363,C00112,T00084,2025-02-20,Present,,2026-08-08 12:41:25.312
AT0021449,S001914,C00132,T00193,2025-09-11,Leave,,2026-08-08 12:41:25.312
AT0021450,S000785,C00139,T00176,2025-10-23,Present,,2026-08-08 12:41:25.312
AT0021451,S000407,C00067,T00290,2025-04-29,Late,,2026-08-08 12:41:25.312
AT0021452,S000989,C00131,T00111,2025-09-02,Present,,2026-08-08 12:41:25.312
AT0021453,S000714,C00041,T00036,2025-01-24,Present,,2026-08-08 12:41:25.312
AT0021454,S001621,C00055,T00228,2025-10-28,Late,Late Arrival,2026-08-08 12:41:25.312
AT0021455,S001694,C00047,T00154,2025-04-22,Leave,,2026-08-08 12:41:25.312
AT0021456,S001089,C00073,T00061,2025-09-17,Absent,Absent Without Notice,2026-08-08 12:41:25.312
AT0021457,S000152,C00046,T00068,2025-12-20,Present,,2026-08-08 12:41:25.312
AT0021458,S000106,C00128,T00197,2025-09-08,Leave,,2026-08-08 12:41:25.312
AT0021459,S000231,C00111,T00184,2025-11-26,Leave,,2026-08-08 12:41:25.312
AT0021460,S000814,C00144,T00133,2025-01-09,Absent,Late Arrival,2026-08-08 12:41:25.312
AT0021461,S000812,C00061,T00213,2025-03-15,Present,,2026-08-08 12:41:25.312
AT0021462,S001109,C00003,T00220,2025-01-19,Present,,2026-08-08 12:41:25.312
AT0021463,S000740,C00141,T00199,2025-04-01,Late,Late Arrival,2026-08-08 12:41:25.312
AT0021464,S000064,C00062,T00147,2025-10-01,Present,,2026-08-08 12:41:25.312
AT0021465,S001250,C00041,T00036,2025-11-18,Present,,2026-08-08 12:41:25.312
AT0021466,S001280,C00069,T00017,2025-10-06,Absent,Absent Without Notice,2026-08-08 12:41:25.312
AT0021467,S000124,C00100,T00170,2025-11-05,Present,,2026-08-08 12:41:25.312
AT0021468,S000945,C00131,T00111,2025-01-02,Absent,Medical Leave,2026-08-08 12:41:25.312
AT0021469,S000767,C00085,T00080,2025-07-01,Present,,2026-08-08 12:41:25.312
AT0021470,S000256,C00041,T00036,2025-09-10,Late,Late Arrival,2026-08-08 12:41:25.312
AT0021471,S001824,C00033,T00139,2025-04-13,Present,,2026-08-08 12:41:25.312
AT0021472,S000774,C00080,T00062,2025-06-19,Present,,2026-08-08 12:41:25.312
AT0021473,S000294,C00034,T00188,2025-11-15,Present,,2026-08-08 12:41:25.312
AT0021474,S000255,C00005,T00214,2025-04-28,Present,,2026-08-08 12:41:25.312
AT0021475,S001178,C00043,T00121,2025-10-26,Present,,2026-08-08 12:41:25.312
AT0021476,S001997,C00032,T00030,2025-03-06,Present,,2026-08-08 12:41:25.312
AT0021477,S000847,C00026,T00216,2025-04-20,Leave,Late Arrival,2026-08-08 12:41:25.312
AT0021478,S000176,C00020,T00034,2025-10-19,Present,,2026-08-08 12:41:25.312
AT0021479,S000373,C00004,T00237,2025-03-18,Late,Late Arrival,2026-08-08 12:41:25.312
AT0021480,S001991,C00095,T00291,2025-02-10,Late,Absent Without Notice,2026-08-08 12:41:25.312
AT0021481,S001155,C00133,T00103,2025-10-30,Present,,2026-08-08 12:41:25.312
AT0021482,S000025,C00017,T00048,2025-09-01,Late,Medical Leave,2026-08-08 12:41:25.312
AT0021483,S000942,C00079,T00251,2025-07-23,Late,Medical Leave,2026-08-08 12:41:25.312
AT0021484,S001416,C00020,T00034,2025-08-29,Leave,,2026-08-08 12:41:25.312
AT0021485,S000710,C00059,T00300,2025-06-07,Present,,2026-08-08 12:41:25.312
AT0021486,S001504,C00063,T00010,2025-10-05,Present,,2026-08-08 12:41:25.312
AT0021487,S001488,C00114,T00031,2025-12-10,Leave,,2026-08-08 12:41:25.312
AT0021488,S001706,C00043,T00121,2025-12-14,Leave,,2026-08-08 12:41:25.312
AT0021489,S001842,C00059,T00300,2025-06-06,Leave,Late Arrival,2026-08-08 12:41:25.312
AT0021490,S000446,C00100,T00170,2025-11-08,Late,,2026-08-08 12:41:25.312
AT0021491,S000740,C00046,T00068,2025-09-26,Present,,2026-08-08 12:41:25.312
AT0021492,S001581,C00094,T00060,2025-05-10,Present,,2026-08-08 12:41:25.312
AT0021493,S000321,C00089,T00208,2025-04-10,Absent,,2026-08-08 12:41:25.312
AT0021494,S000308,C00053,T00070,2025-09-26,Present,,2026-08-08 12:41:25.312
AT0021495,S000782,C00050,T00025,2025-02-11,Late,Medical Leave,2026-08-08 12:41:25.312
AT0021496,S001256,C00119,T00150,2025-05-31,Leave,Absent Without Notice,2026-08-08 12:41:25.312
AT0021497,S000251,C00138,T00275,2025-01-02,Present,,2026-08-08 12:41:25.312
AT0021498,S000492,C00055,T00228,2025-09-10,Late,Late Arrival,2026-08-08 12:41:25.312
AT0021499,S001080,C00133,T00103,2025-08-27,Present,,2026-08-08 12:41:25.312
AT0021500,S000291,C00145,T00022,2025-03-11,Present,,2026-08-08 12:41:25.312
AT0021501,S001771,C00022,T00119,2025-04-05,Present,,2026-08-08 12:41:25.312
AT0021502,S000222,C00137,T00280,2025-07-09,Present,,2026-08-08 12:41:25.312
AT0021503,S001043,C00058,T00187,2025-11-03,Present,,2026-08-08 12:41:25.312
AT0021504,S001639,C00088,T00202,2025-09-05,Present,,2026-08-08 12:41:25.312
AT0021505,S001847,C00029,T00115,2025-12-06,Leave,Medical Leave,2026-08-08 12:41:25.312
AT0021506,S000714,C00051,T00175,2025-09-15,Absent,Absent Without Notice,2026-08-08 12:41:25.312
AT0021507,S001626,C00017,T00048,2025-08-26,Late,Late Arrival,2026-08-08 12:41:25.312
AT0021508,S000112,C00007,T00014,2025-11-15,Leave,Medical Leave,2026-08-08 12:41:25.312
AT0021509,S001523,C00002,T00001,2025-12-07,Absent,,2026-08-08 12:41:25.312
AT0021510,S000160,C00091,T00201,2025-10-22,Present,,2026-08-08 12:41:25.312
AT0021511,S000651,C00040,T00240,2025-12-29,Present,,2026-08-08 12:41:25.312
AT0021512,S001522,C00136,T00274,2025-01-10,Leave,Medical Leave,2026-08-08 12:41:25.312
AT0021513,S001707,C00082,T00100,2025-09-10,Present,,2026-08-08 12:41:25.312
AT0021514,S001100,C00036,T00160,2025-10-13,Present,,2026-08-08 12:41:25.312
AT0021515,S000952,C00049,T00076,2025-11-27,Present,,2026-08-08 12:41:25.312
AT0021516,S000118,C00149,T00110,2025-06-11,Present,,2026-08-08 12:41:25.312
AT0021517,S001170,C00002,T00001,2025-03-17,Leave,Medical Leave,2026-08-08 12:41:25.312
AT0021518,S001680,C00142,T00030,2025-04-01,Absent,Absent Without Notice,2026-08-08 12:41:25.312
AT0021519,S000029,C00097,T00191,2025-06-05,Late,Late Arrival,2026-08-08 12:41:25.312
AT0021520,S001522,C00106,T00128,2025-11-27,Late,Medical Leave,2026-08-08 12:41:25.312
AT0021521,S000127,C00004,T00237,2025-06-15,Present,,2026-08-08 12:41:25.312
AT0021522,S000393,C00016,T00158,2025-05-06,Absent,Absent Without Notice,2026-08-08 12:41:25.312
AT0021523,S000253,C00034,T00188,2025-07-07,Present,,2026-08-08 12:41:25.312
AT0021524,S001911,C00148,T00199,2025-01-29,Late,,2026-08-08 12:41:25.312
AT0021525,S001545,C00139,T00176,2025-03-04,Absent,,2026-08-08 12:41:25.313
AT0021526,S000155,C00125,T00073,2025-03-23,Leave,Absent Without Notice,2026-08-08 12:41:25.313
AT0021527,S001000,C00080,T00062,2025-05-19,Present,,2026-08-08 12:41:25.313
AT0021528,S001352,C00006,T00241,2025-11-12,Present,,2026-08-08 12:41:25.313
AT0021529,S001287,C00087,T00108,2025-06-16,Leave,Medical Leave,2026-08-08 12:41:25.313
AT0021530,S000237,C00074,T00234,2025-03-05,Late,,2026-08-08 12:41:25.313
AT0021531,S000777,C00117,T00041,2025-05-12,Present,,2026-08-08 12:41:25.313
AT0021532,S001156,C00097,T00191,2025-02-25,Present,,2026-08-08 12:41:25.313
AT0021533,S000467,C00070,T00191,2025-03-05,Late,,2026-08-08 12:41:25.313
AT0021534,S000972,C00078,T00073,2025-07-17,Present,,2026-08-08 12:41:25.313
AT0021535,S001696,C00138,T00275,2025-07-13,Late,Late Arrival,2026-08-08 12:41:25.313
AT0021536,S001093,C00104,T00041,2025-11-26,Present,,2026-08-08 12:41:25.313
AT0021537,S000268,C00031,T00063,2025-05-14,Present,,2026-08-08 12:41:25.313
AT0021538,S001107,C00037,T00204,2025-06-12,Absent,Medical Leave,2026-08-08 12:41:25.313
AT0021539,S001525,C00127,T00246,2025-01-27,Absent,,2026-08-08 12:41:25.313
AT0021540,S000956,C00003,T00220,2025-07-26,Present,,2026-08-08 12:41:25.313
AT0021541,S001729,C00068,T00067,2025-12-29,Present,,2026-08-08 12:41:25.313
AT0021542,S000142,C00104,T00041,2025-12-07,Present,,2026-08-08 12:41:25.313
AT0021543,S001944,C00041,T00036,2025-09-12,Present,,2026-08-08 12:41:25.313
AT0021544,S000078,C00092,T00062,2025-10-18,Late,Late Arrival,2026-08-08 12:41:25.313
AT0021545,S000043,C00075,T00234,2025-04-04,Present,,2026-08-08 12:41:25.313
AT0021546,S001087,C00054,T00130,2025-11-30,Present,,2026-08-08 12:41:25.313
AT0021547,S001043,C00072,T00015,2025-03-19,Late,Late Arrival,2026-08-08 12:41:25.313
AT0021548,S000118,C00077,T00274,2025-10-25,Present,,2026-08-08 12:41:25.313
AT0021549,S001596,C00030,T00118,2025-11-11,Absent,Medical Leave,2026-08-08 12:41:25.313
AT0021550,S000891,C00146,T00238,2025-11-19,Leave,Absent Without Notice,2026-08-08 12:41:25.313
AT0021551,S000984,C00117,T00041,2025-10-06,Present,,2026-08-08 12:41:25.313
AT0021552,S000651,C00048,T00148,2025-10-13,Present,,2026-08-08 12:41:25.313
AT0021553,S000198,C00074,T00234,2025-02-02,Absent,,2026-08-08 12:41:25.313
AT0021554,S001186,C00134,T00062,2025-06-16,Present,,2026-08-08 12:41:25.313
AT0021555,S000919,C00103,T00160,2025-05-06,Present,,2026-08-08 12:41:25.313
AT0021556,S001040,C00014,T00219,2025-07-19,Present,,2026-08-08 12:41:25.313
AT0021557,S000583,C00110,T00249,2025-04-27,Present,,2026-08-08 12:41:25.313
AT0021558,S001862,C00043,T00121,2025-05-09,Present,,2026-08-08 12:41:25.313
AT0021559,S001866,C00052,T00235,2025-01-09,Present,,2026-08-08 12:41:25.313
AT0021560,S000720,C00011,T00133,2025-05-12,Absent,Medical Leave,2026-08-08 12:41:25.313
AT0021561,S000339,C00016,T00158,2025-01-27,Present,,2026-08-08 12:41:25.313
AT0021562,S000864,C00014,T00219,2025-08-09,Present,,2026-08-08 12:41:25.313
AT0021563,S000110,C00062,T00147,2025-03-20,Present,,2026-08-08 12:41:25.313
AT0021564,S000352,C00073,T00061,2025-02-11,Present,,2026-08-08 12:41:25.313
AT0021565,S000296,C00133,T00103,2025-06-03,Present,,2026-08-08 12:41:25.313
AT0021566,S001745,C00066,T00044,2025-10-26,Present,,2026-08-08 12:41:25.313
AT0021567,S001286,C00128,T00197,2025-06-28,Present,,2026-08-08 12:41:25.313
AT0021568,S001506,C00096,T00167,2025-02-01,Present,,2026-08-08 12:41:25.313
AT0021569,S001430,C00104,T00041,2025-12-19,Present,,2026-08-08 12:41:25.313
AT0021570,S001490,C00010,T00168,2025-08-19,Present,,2026-08-08 12:41:25.313
AT0021571,S000785,C00134,T00062,2026-01-01,Present,,2026-08-08 12:41:25.313
AT0021572,S001729,C00119,T00150,2025-09-10,Leave,Medical Leave,2026-08-08 12:41:25.313
AT0021573,S000031,C00079,T00251,2025-06-21,Leave,Medical Leave,2026-08-08 12:41:25.313
AT0021574,S001920,C00034,T00188,2025-10-28,Leave,Late Arrival,2026-08-08 12:41:25.313
AT0021575,S000517,C00105,T00093,2025-08-22,Present,,2026-08-08 12:41:25.313
AT0021576,S001399,C00064,T00273,2025-02-14,Present,,2026-08-08 12:41:25.313
AT0021577,S000885,C00030,T00118,2025-11-23,Present,,2026-08-08 12:41:25.313
AT0021578,S000785,C00002,T00001,2025-08-13,Present,,2026-08-08 12:41:25.313
AT0021579,S000176,C00135,T00280,2025-12-04,Present,,2026-08-08 12:41:25.313
AT0021580,S001647,C00011,T00133,2025-02-04,Present,,2026-08-08 12:41:25.313
AT0021581,S000101,C00144,T00133,2025-07-12,Present,,2026-08-08 12:41:25.313
AT0021582,S001367,C00148,T00199,2025-10-30,Present,,2026-08-08 12:41:25.313
AT0021583,S001866,C00052,T00235,2025-10-02,Leave,Medical Leave,2026-08-08 12:41:25.313
AT0021584,S000655,C00110,T00249,2025-11-05,Present,,2026-08-08 12:41:25.313
AT0021585,S001490,C00010,T00168,2025-12-07,Present,,2026-08-08 12:41:25.313
AT0021586,S001535,C00054,T00130,2025-07-12,Present,,2026-08-08 12:41:25.313
AT0021587,S001102,C00001,T00296,2025-10-31,Present,,2026-08-08 12:41:25.313
AT0021588,S000180,C00021,T00115,2025-07-16,Leave,Absent Without Notice,2026-08-08 12:41:25.313
AT0021589,S001137,C00116,T00080,2025-11-27,Present,,2026-08-08 12:41:25.313
AT0021590,S000725,C00123,T00166,2025-05-03,Present,,2026-08-08 12:41:25.313
AT0021591,S000505,C00115,T00092,2025-12-23,Present,,2026-08-08 12:41:25.313
AT0021592,S000619,C00019,T00128,2025-12-30,Present,,2026-08-08 12:41:25.313
AT0021593,S001445,C00003,T00220,2025-04-04,Present,,2026-08-08 12:41:25.313
AT0021594,S000345,C00024,T00043,2025-09-22,Present,,2026-08-08 12:41:25.313
AT0021595,S000794,C00095,T00291,2025-01-31,Present,,2026-08-08 12:41:25.313
AT0021596,S001195,C00049,T00076,2025-10-15,Present,,2026-08-08 12:41:25.313
AT0021597,S001597,C00080,T00062,2025-04-20,Absent,,2026-08-08 12:41:25.313
AT0021598,S000273,C00060,T00075,2025-12-09,Present,,2026-08-08 12:41:25.313
AT0021599,S001354,C00023,T00224,2025-08-31,Present,,2026-08-08 12:41:25.313
AT0021600,S001559,C00020,T00034,2025-03-26,Present,,2026-08-08 12:41:25.313
AT0021601,S000290,C00008,T00063,2025-10-19,Present,,2026-08-08 12:41:25.313
AT0021602,S001802,C00049,T00076,2025-12-08,Present,,2026-08-08 12:41:25.313
AT0021603,S001637,C00075,T00234,2025-04-21,Late,Medical Leave,2026-08-08 12:41:25.313
AT0021604,S001234,C00092,T00062,2025-10-19,Present,,2026-08-08 12:41:25.313
AT0021605,S001161,C00009,T00037,2025-01-04,Absent,,2026-08-08 12:41:25.313
AT0021606,S001170,C00092,T00062,2025-11-16,Leave,Late Arrival,2026-08-08 12:41:25.314
AT0021607,S000408,C00016,T00158,2025-10-19,Present,,2026-08-08 12:41:25.314
AT0021608,S000962,C00111,T00184,2025-11-25,Present,,2026-08-08 12:41:25.314
AT0021609,S001100,C00098,T00297,2025-09-03,Present,,2026-08-08 12:41:25.314
AT0021610,S001057,C00024,T00043,2025-10-22,Present,,2026-08-08 12:41:25.314
AT0021611,S001050,C00130,T00218,2025-01-06,Present,,2026-08-08 12:41:25.314
AT0021612,S001747,C00072,T00015,2025-01-20,Present,,2026-08-08 12:41:25.314
AT0021613,S001466,C00081,T00078,2025-09-01,Absent,Medical Leave,2026-08-08 12:41:25.314
AT0021614,S000548,C00137,T00280,2025-02-09,Present,,2026-08-08 12:41:25.314
AT0021615,S001097,C00111,T00184,2025-05-30,Present,,2026-08-08 12:41:25.314
AT0021616,S001224,C00034,T00188,2025-03-12,Leave,,2026-08-08 12:41:25.314
AT0021617,S001259,C00130,T00218,2025-07-16,Present,,2026-08-08 12:41:25.314
AT0021618,S001203,C00056,T00017,2025-12-23,Present,,2026-08-08 12:41:25.314
AT0021619,S001893,C00039,T00020,2025-03-23,Present,,2026-08-08 12:41:25.314
AT0021620,S001359,C00041,T00036,2025-07-11,Present,,2026-08-08 12:41:25.314
AT0021621,S000400,C00008,T00063,2025-07-16,Absent,Late Arrival,2026-08-08 12:41:25.314
AT0021622,S000110,C00050,T00025,2025-02-13,Late,,2026-08-08 12:41:25.314
AT0021623,S000671,C00052,T00235,2025-02-23,Present,,2026-08-08 12:41:25.314
AT0021624,S000021,C00038,T00086,2025-01-28,Late,Absent Without Notice,2026-08-08 12:41:25.314
AT0021625,S000438,C00075,T00234,2025-08-12,Present,,2026-08-08 12:41:25.314
AT0021626,S000897,C00003,T00220,2025-03-12,Present,,2026-08-08 12:41:25.314
AT0021627,S000436,C00045,T00172,2025-12-16,Present,,2026-08-08 12:41:25.314
AT0021628,S001229,C00091,T00201,2025-08-21,Present,,2026-08-08 12:41:25.314
AT0021629,S000893,C00124,T00105,2025-05-29,Absent,Absent Without Notice,2026-08-08 12:41:25.314
