student_id,department,semester,attendance,cgpa,assignment_marks,quiz_marks,mid_marks,final_marks,dropout_risk,result
ST0795,Information Technology,3,93,3.99,18,8,48,83,Low,Pass
ST0796,Information Technology,1,68,2.93,17,8,28,48,Low,Fail
ST0797,Information Technology,8,88,3.9,18,8,44,97,Low,Pass
ST0798,Data Science,8,68,2.44,15,7,29,48,Low,Fail
ST0799,Artificial Intelligence,2,40,1.69,12,4,24,36,Medium,Fail
ST0800,Data Science,3,78,2.62,13,6,38,70,Low,Pass
ST0801,Computer Science,2,78,3.1,15,5,39,49,Low,Pass
ST0802,Information Technology,3,77,3.17,12,8,26,57,Low,Pass
ST0803,Artificial Intelligence,1,94,3.54,20,9,45,86,Low,Pass
ST0804,Data Science,6,59,2.23,11,5,30,26,High,Fail
ST0805,Computer Science,4,49,1.57,10,5,22,36,High,Fail
ST0806,Artificial Intelligence,4,74,2.76,12,5,25,73,Medium,Fail
ST0807,Computer Science,2,81,2.4,10,7,33,65,Medium,Fail
ST0808,Artificial Intelligence,6,43,1.85,5,5,25,27,Medium,Fail
ST0809,Information Technology,6,89,3.77,20,10,43,78,Low,Pass
ST0810,Data Science,1,76,2.7,12,8,38,47,Low,Pass
ST0811,Artificial Intelligence,7,55,1.67,6,4,30,36,High,Fail
ST0812,Data Science,8,78,3.19,17,8,30,49,Low,Pass
ST0813,Information Technology,3,88,3.76,19,9,40,98,Low,Pass
ST0814,Information Technology,1,68,2.84,16,5,28,56,Medium,Fail
ST0815,Software Engineering,1,96,3.44,18,9,44,90,Low,Pass
ST0816,Computer Science,8,98,3.24,18,9,43,80,Low,Pass
ST0817,Information Technology,5,96,3.25,16,9,47,93,Low,Pass
ST0818,Data Science,8,75,3.0,17,6,29,61,Medium,Pass
ST0819,Software Engineering,7,95,3.27,20,10,49,88,Low,Pass
ST0820,Information Technology,1,50,1.93,12,4,30,22,Medium,Fail
ST0821,Data Science,4,74,2.8,11,5,31,64,Low,Fail
ST0822,Information Technology,4,65,2.41,12,5,33,70,Low,Fail
ST0823,Data Science,6,82,2.84,16,5,40,72,Low,Pass
ST0824,Computer Science,2,85,3.89,18,9,44,77,Low,Pass
ST0825,Computer Science,3,74,2.43,14,5,29,54,Medium,Fail
ST0826,Data Science,3,75,2.46,10,7,37,48,Medium,Fail
ST0827,Information Technology,8,48,1.8,6,2,23,27,Medium,Fail
ST0828,Data Science,2,52,2.25,9,2,25,34,High,Fail
ST0829,Software Engineering,2,92,3.93,16,9,48,93,Low,Pass
ST0830,Artificial Intelligence,3,60,2.12,9,5,27,22,Medium,Fail
ST0831,Software Engineering,5,70,3.0,16,8,26,45,Medium,Fail
ST0832,Information Technology,4,100,3.42,18,10,46,86,Low,Pass
ST0833,Information Technology,3,49,1.54,6,4,21,32,Medium,Fail
ST0834,Software Engineering,5,53,1.67,10,4,30,28,High,Fail
ST0835,Information Technology,1,75,2.6,17,7,25,74,Low,Pass
ST0836,Information Technology,2,65,2.9,16,8,37,62,Low,Fail
ST0837,Software Engineering,7,99,3.74,18,9,49,86,Low,Pass
ST0838,Software Engineering,1,62,2.28,6,5,25,26,High,Fail
ST0839,Software Engineering,4,73,2.91,15,6,27,71,Medium,Fail
ST0840,Artificial Intelligence,2,51,1.53,12,3,20,26,High,Fail
ST0841,Software Engineering,2,80,2.45,13,6,27,63,Low,Fail
ST0842,Information Technology,5,92,3.9,18,8,50,75,Low,Pass
ST0843,Information Technology,2,40,2.24,5,4,26,33,High,Fail
ST0844,Artificial Intelligence,8,76,2.76,10,6,26,53,Medium,Pass
ST0845,Computer Science,7,91,3.47,20,8,43,97,Low,Pass
ST0846,Data Science,1,46,1.63,9,2,30,40,Medium,Fail
ST0847,Artificial Intelligence,4,65,2.83,15,7,32,48,Medium,Fail
ST0848,Data Science,2,50,1.91,8,2,29,39,High,Fail
ST0849,Computer Science,3,67,3.17,10,8,35,73,Low,Fail
ST0850,Artificial Intelligence,1,54,1.54,11,2,21,41,Medium,Fail
ST0851,Data Science,8,52,1.58,11,3,29,41,Medium,Fail
ST0852,Computer Science,4,78,3.08,11,7,25,59,Medium,Pass
ST0853,Artificial Intelligence,5,87,3.67,17,10,42,95,Low,Pass
ST0854,Information Technology,5,84,2.7,13,6,26,46,Low,Pass
ST0855,Artificial Intelligence,5,76,2.58,12,6,40,54,Medium,Pass
ST0856,Artificial Intelligence,7,56,1.96,7,2,23,36,Medium,Fail
ST0857,Data Science,8,91,3.71,17,8,45,81,Low,Pass
ST0858,Data Science,2,75,3.06,15,7,38,55,Low,Pass
ST0859,Data Science,4,41,1.89,5,3,23,34,Medium,Fail
ST0860,Computer Science,6,75,3.02,16,6,37,50,Low,Pass
ST0861,Computer Science,6,85,3.64,17,9,47,81,Low,Pass
ST0862,Information Technology,6,46,1.66,7,3,24,43,Medium,Fail
ST0863,Data Science,3,91,3.22,18,8,40,96,Low,Pass
ST0864,Software Engineering,6,68,2.6,13,7,39,52,Medium,Fail
ST0865,Information Technology,4,59,2.2,6,2,22,24,Medium,Fail
ST0866,Software Engineering,5,76,2.58,16,6,26,69,Low,Pass
ST0867,Information Technology,8,66,2.86,14,6,40,51,Low,Fail
ST0868,Software Engineering,8,97,3.8,20,9,47,91,Low,Pass
ST0869,Software Engineering,1,76,2.77,17,8,40,53,Medium,Pass
ST0870,Data Science,7,91,3.56,17,9,43,84,Low,Pass
ST0871,Software Engineering,6,76,2.53,11,6,27,54,Medium,Pass
ST0872,Artificial Intelligence,7,79,2.76,15,8,39,59,Medium,Pass
ST0873,Artificial Intelligence,2,50,1.72,5,3,27,27,High,Fail
ST0874,Artificial Intelligence,2,49,2.17,6,4,23,23,Medium,Fail
ST0875,Software Engineering,5,91,3.47,18,9,44,98,Low,Pass
ST0876,Data Science,7,69,3.19,14,5,34,54,Medium,Fail
ST0877,Data Science,4,64,2.02,12,3,26,27,Medium,Fail
ST0878,Data Science,4,99,3.78,19,9,41,85,Low,Pass
ST0879,Information Technology,3,62,1.83,12,5,28,20,High,Fail
ST0880,Data Science,4,49,2.25,5,5,30,31,High,Fail
ST0881,Software Engineering,3,77,2.98,14,7,25,63,Low,Pass
ST0882,Software Engineering,7,50,1.95,11,5,23,32,Medium,Fail
ST0883,Computer Science,3,75,2.81,17,7,27,50,Low,Pass
ST0884,Software Engineering,4,59,1.89,7,3,21,32,High,Fail
ST0885,Data Science,6,87,3.56,18,10,40,80,Low,Pass
ST0886,Software Engineering,3,68,2.41,16,8,27,57,Low,Fail
ST0887,Software Engineering,1,80,2.44,14,6,39,53,Low,Fail
ST0888,Computer Science,1,77,2.84,13,7,40,59,Medium,Pass
ST0889,Data Science,3,99,3.48,18,9,49,100,Low,Pass
ST0890,Computer Science,7,98,3.57,17,10,49,78,Low,Pass
ST0891,Data Science,4,90,3.42,20,9,50,77,Low,Pass
ST0892,Data Science,7,82,2.41,15,5,28,61,Medium,Fail
ST0893,Data Science,8,91,3.6,19,8,41,95,Low,Pass
ST0894,Artificial Intelligence,3,77,3.06,16,5,25,53,Low,Pass
ST0895,Data Science,3,79,2.73,11,5,32,67,Medium,Pass
ST0896,Software Engineering,7,45,1.63,5,2,22,29,Medium,Fail
ST0897,Computer Science,4,85,3.74,17,9,45,80,Low,Pass
ST0898,Computer Science,8,57,1.67,5,2,26,42,High,Fail
ST0899,Computer Science,4,66,2.99,13,6,36,74,Low,Fail
ST0900,Software Engineering,2,85,3.99,18,8,50,96,Low,Pass
ST0901,Artificial Intelligence,6,43,2.13,7,3,20,33,Medium,Fail
ST0902,Artificial Intelligence,2,71,2.86,16,8,28,52,Low,Fail
ST0903,Computer Science,4,65,2.66,15,5,37,51,Medium,Fail
ST0904,Artificial Intelligence,7,73,2.88,15,5,27,73,Low,Fail
ST0905,Software Engineering,7,55,2.28,6,3,24,23,High,Fail
ST0906,Information Technology,7,75,3.17,17,5,35,45,Medium,Pass
ST0907,Software Engineering,5,72,2.75,10,6,25,64,Low,Fail
ST0908,Software Engineering,4,72,2.85,10,6,36,60,Medium,Fail
ST0909,Information Technology,1,66,2.51,17,7,29,53,Medium,Fail
ST0910,Software Engineering,6,53,2.01,9,2,23,43,High,Fail
ST0911,Information Technology,7,86,3.93,17,10,43,94,Low,Pass
ST0912,Software Engineering,3,79,2.86,11,8,27,51,Low,Pass
ST0913,Data Science,7,90,3.67,17,8,48,77,Low,Pass
ST0914,Artificial Intelligence,4,71,2.52,12,6,34,54,Medium,Fail
ST0915,Data Science,8,55,1.56,10,5,26,25,High,Fail
ST0916,Information Technology,5,78,2.98,17,5,37,58,Low,Pass
ST0917,Data Science,5,82,2.95,14,8,39,54,Medium,Pass
ST0918,Computer Science,1,80,2.36,12,8,31,49,Low,Fail
ST0919,Data Science,7,63,2.07,12,5,26,32,High,Fail
ST0920,Data Science,4,83,2.36,10,5,37,74,Low,Fail
ST0921,Data Science,1,64,2.22,10,5,30,42,High,Fail
ST0922,Artificial Intelligence,3,63,1.69,12,2,25,40,Medium,Fail
ST0923,Data Science,7,69,2.53,12,5,28,69,Low,Fail
ST0924,Artificial Intelligence,5,67,2.76,13,8,30,71,Medium,Fail
ST0925,Information Technology,2,82,2.89,16,7,38,69,Low,Pass
ST0926,Software Engineering,1,51,2.14,9,3,26,42,High,Fail
ST0927,Software Engineering,3,40,1.58,11,5,30,29,High,Fail
ST0928,Software Engineering,3,69,2.48,12,5,39,63,Low,Fail
ST0929,Software Engineering,2,90,3.85,17,9,46,89,Low,Pass
ST0930,Data Science,4,87,3.5,18,8,45,75,Low,Pass
ST0931,Data Science,1,68,2.31,14,5,26,48,Low,Fail
ST0932,Artificial Intelligence,6,73,3.13,17,7,38,55,Medium,Fail
ST0933,Data Science,1,51,2.03,11,2,25,30,Medium,Fail
ST0934,Artificial Intelligence,4,52,2.07,7,2,29,23,High,Fail
ST0935,Artificial Intelligence,1,80,2.76,13,5,35,45,Medium,Pass
ST0936,Data Science,2,72,2.84,16,5,36,58,Medium,Fail
ST0937,Data Science,3,91,3.77,20,10,48,76,Low,Pass
ST0938,Software Engineering,4,49,2.16,12,3,27,23,High,Fail
ST0939,Software Engineering,5,87,3.28,16,8,45,87,Low,Pass
ST0940,Information Technology,4,80,3.15,11,6,40,47,Medium,Pass
ST0941,Software Engineering,4,59,1.55,10,5,26,40,High,Fail
ST0942,Information Technology,2,94,3.27,16,9,49,81,Low,Pass
ST0943,Data Science,7,75,3.15,10,7,26,63,Low,Pass
ST0944,Artificial Intelligence,8,76,3.01,12,6,28,57,Low,Pass
ST0945,Software Engineering,5,94,3.87,19,10,47,79,Low,Pass
ST0946,Data Science,4,66,2.83,14,5,33,72,Medium,Fail
ST0947,Computer Science,4,97,3.25,18,8,43,98,Low,Pass
ST0948,Information Technology,1,64,1.64,12,5,24,41,Medium,Fail
ST0949,Software Engineering,5,78,2.9,15,8,37,47,Medium,Pass
ST0950,Software Engineering,8,82,2.65,12,7,26,72,Medium,Pass
ST0951,Artificial Intelligence,1,79,2.92,14,6,31,51,Low,Pass
ST0952,Computer Science,1,83,2.39,12,8,38,66,Low,Fail
ST0953,Data Science,3,80,2.46,10,5,35,63,Medium,Fail
ST0954,Computer Science,7,88,3.39,19,9,49,80,Low,Pass
ST0955,Computer Science,2,60,1.8,12,4,20,23,Medium,Fail
ST0956,Data Science,7,81,2.5,17,7,28,70,Low,Pass
ST0957,Computer Science,7,62,1.84,7,2,25,22,Medium,Fail
ST0958,Software Engineering,2,82,3.0,17,5,28,69,Low,Pass
ST0959,Software Engineering,4,62,1.64,12,4,21,21,Medium,Fail
ST0960,Artificial Intelligence,5,93,3.88,16,8,41,91,Low,Pass
ST0961,Software Engineering,8,45,1.83,5,3,24,21,High,Fail
ST0962,Computer Science,4,75,2.77,15,6,28,66,Low,Pass
ST0963,Information Technology,4,94,3.88,17,8,49,92,Low,Pass
ST0964,Data Science,3,69,2.95,16,5,33,53,Medium,Fail
ST0965,Artificial Intelligence,4,73,2.9,12,6,27,65,Medium,Fail
ST0966,Computer Science,7,81,2.84,16,6,35,70,Medium,Pass
ST0967,Artificial Intelligence,2,47,1.56,6,2,30,37,High,Fail
ST0968,Data Science,2,76,3.11,14,6,32,53,Low,Pass
ST0969,Computer Science,8,47,1.8,6,2,22,36,High,Fail
ST0970,Software Engineering,7,83,3.07,14,5,26,50,Medium,Pass
ST0971,Software Engineering,3,82,2.79,16,8,29,53,Low,Pass
ST0972,Data Science,7,93,3.24,18,10,43,96,Low,Pass
ST0973,Artificial Intelligence,4,96,3.84,20,9,44,88,Low,Pass
ST0974,Software Engineering,2,67,3.14,16,7,27,65,Low,Fail
ST0975,Information Technology,7,45,1.95,6,4,28,35,Medium,Fail
ST0976,Data Science,1,44,1.88,6,5,20,39,Medium,Fail
ST0977,Computer Science,3,76,2.52,10,8,30,66,Low,Pass
ST0978,Computer Science,6,69,2.76,10,8,40,57,Low,Fail
ST0979,Software Engineering,5,72,3.04,11,7,34,60,Medium,Fail
ST0980,Information Technology,8,97,3.37,18,10,48,76,Low,Pass
ST0981,Artificial Intelligence,1,41,1.78,12,4,24,31,Medium,Fail
ST0982,Information Technology,2,45,1.82,5,2,26,35,Medium,Fail
ST0983,Data Science,4,69,2.67,17,5,29,69,Medium,Fail
ST0984,Software Engineering,3,74,2.62,12,7,28,59,Medium,Fail
ST0985,Data Science,3,78,2.31,13,5,31,54,Low,Fail
ST0986,Data Science,2,75,3.1,12,6,40,66,Medium,Pass
ST0987,Computer Science,3,80,3.01,12,7,37,61,Medium,Pass
ST0988,Data Science,6,40,1.6,10,2,30,27,Medium,Fail
ST0989,Software Engineering,7,63,1.51,12,4,24,35,Medium,Fail
ST0990,Software Engineering,7,81,2.47,14,5,33,67,Low,Fail
ST0991,Data Science,3,68,2.92,12,6,29,52,Low,Fail
ST0992,Computer Science,2,91,3.94,19,8,49,81,Low,Pass
ST0993,Information Technology,1,81,2.57,13,6,35,58,Medium,Pass
ST0994,Artificial Intelligence,4,66,2.57,14,7,33,56,Medium,Fail
ST0995,Information Technology,5,45,1.53,5,4,23,29,High,Fail
ST0996,Computer Science,2,90,3.4,19,9,45,84,Low,Pass
ST0997,Software Engineering,6,82,2.99,12,7,36,68,Medium,Pass
ST0998,Information Technology,1,71,2.82,11,5,29,65,Low,Fail
ST0999,Data Science,5,60,2.15,8,5,21,22,High,Fail
ST1000,Information Technology,5,46,1.92,7,2,22,26,High,Fail
